scrap_date,update_date,price,city,location,product_type,furnish_type,number_of_rooms,floor_number,number_of_floors,size,year_of_construction
"December 06, 2020",Actualizat în 31.08.2020,110.000,Iasi,Centru Civic ,Detached,Furnished,3,1,10,70 mp,1976
"December 06, 2020",Actualizat în 04.12.2020,55.900,Iasi,Tatarasi ,Detached,Unfurnished,3,4,4,61 mp,1967
"December 06, 2020",Actualizat în 29.06.2020,73.000,Iasi,Alexandru cel Bun ,Detached,Furnished,3,1,10,73 mp,N/A
"December 06, 2020",Actualizat în 02.12.2020,25.500,Iasi,Popas Pacurari ,House,N/A,1,3,3,30 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 19.11.2020,45.000,Iasi,Pacurari ,Detached,Unfurnished,2,2,4,65 mp,2020 (in constructie)
"December 06, 2020",Actualizat ieri,83.000,Iasi,Gara ,Detached,N/A,3,4,8,72 mp,1984
"December 06, 2020",Actualizat ieri,55.000,Iasi,Canta ,Detached,Furnished,2,1,4,58 mp,1945
"December 06, 2020",Actualizat în 30.11.2020,74.450,Iasi,Tudor Vladimirescu ,Detached,Unfurnished,2,1,2,50 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,119.000,Iasi,Central ,Detached,Furnished,3,2,4,79 mp,1984
"December 06, 2020",Actualizat în 03.12.2020,73.230,Iasi,Copou ,Semi_detached,Unfurnished,3,Parter,5,73.23 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 25.11.2020,59.000,Iasi,Bucium ,Detached,Furnished,2,2,4,60 mp,2017
"December 06, 2020",Actualizat în 13.11.2020,87.000,Iasi,Central ,Detached,Furnished,3,5,6,63 mp,1961
"December 06, 2020",Actualizat în 25.11.2020,73.000,Iasi,Nicolina ,Detached,Furnished,3,2,4,70 mp,1982
"December 06, 2020",Actualizat în 13.08.2019,52.000,Iasi,Dacia ,Detached,Unfurnished,2,3,4,52 mp,1977
"December 06, 2020",Actualizat ieri,35.900,Iasi,Popas Pacurari ,House,N/A,2,Demisol,3,40 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 27.11.2020,73.500,Iasi,Podu Ros ,Semi_detached,N/A,2,2,6,46 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,75.500,Iasi,Tatarasi ,Semi_detached,Furnished,2,2,5,54 mp,2017
"December 06, 2020",Actualizat ieri,95.000,Iasi,Canta ,Detached,N/A,3,3,8,95 mp,1986
"December 06, 2020",Actualizat în 03.12.2020,49.755,Iasi,Centru Civic ,Detached,Unfurnished,1,8,10,32.1 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,82.500,Iasi,Centru Civic ,Detached,Furnished,2,3,9,44 mp,1980
"December 06, 2020",Actualizat în 30.11.2020,55.000,Iasi,Baza 3 ,Detached,Furnished,2,2,3,50 mp,N/A
"December 06, 2020",Actualizat în 04.12.2020,55.000,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,3,8,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.12.2020,56.260,Iasi,Nicolina ,Detached,Unfurnished,2,5,6,58 mp,N/A
"December 06, 2020",Actualizat în 30.11.2020,64.000,Iasi,Nicolina ,Detached,N/A,3,1,3,63 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 02.11.2020,98.356,Iasi,Tudor Vladimirescu ,Detached,Furnished,2,13,13,83 mp,2018
"December 06, 2020",Actualizat în 03.12.2020,37.500,Iasi,Popas Pacurari ,Detached,N/A,2,4,4,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 02.12.2020,51.500,Iasi,Tudor Vladimirescu ,House,N/A,2,2,5,38 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,50.000,Iasi,Mircea cel Batrân ,Detached,Furnished,2,7,10,40 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 19.11.2020,44.900,Iasi,Nicolina ,Detached,Furnished,1,4,8,40 mp,1990
"December 06, 2020",Actualizat în 02.11.2020,69.999,Iasi,Tatarasi ,Detached,N/A,2,3,4,57 mp,1986
"December 06, 2020",Actualizat în 21.11.2020,52.000,Iasi,Tatarasi ,Semi_detached,Furnished,3,1,4,64 mp,1966
"December 06, 2020",Actualizat în 03.12.2020,81.000,Iasi,Canta ,Detached,Furnished,3,1,4,72 mp,1980
"December 06, 2020",Actualizat în 04.12.2020,42.000,Iasi,Tatarasi ,Semi_detached,Furnished,2,6,6,41 mp,2014
"December 06, 2020",Actualizat în 01.12.2020,59.000,Iasi,Nicolina ,Detached,N/A,2,4,4,52 mp,1984
"December 06, 2020",Actualizat în 25.11.2020,69.000,Iasi,Nicolina ,Detached,Furnished,3,2,4,68 mp,1984
"December 06, 2020",Actualizat în 04.12.2020,70.000,Iasi,Tudor Vladimirescu ,Semi_detached,Unfurnished,2,1,13,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,45.000,Iasi,Podu Ros ,Non_detached,N/A,2,4,4,50 mp,N/A
"December 06, 2020",Actualizat în 04.12.2020,53.000,Iasi,Tudor Vladimirescu ,Semi_detached,Furnished,2,3,4,49 mp,1961
"December 06, 2020",Actualizat în 04.12.2020,36.000,Iasi,Tatarasi ,Semi_detached,Furnished,2,5,5,46 mp,2009
"December 06, 2020",Actualizat în 20.11.2020,50.800,Iasi,Copou ,Semi_detached,N/A,2,4,6,57 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,57.500,Iasi,Gara ,Detached,Furnished,1,3,8,40 mp,1989
"December 06, 2020",Actualizat în 29.10.2020,73.000,Iasi,Arcu ,Detached,N/A,3,Parter,4,68 mp,1983
"December 06, 2020",Actualizat în 04.12.2020,42.000,Iasi,Podu Ros ,Semi_detached,Unfurnished,2,2,4,50 mp,1967
"December 06, 2020",Actualizat în 16.11.2020,55.000,Iasi,Podu Ros ,Semi_detached,N/A,3,2,4,60 mp,1963
"December 06, 2020",Actualizat în 25.11.2020,59.500,Iasi,Podu Ros ,Detached,Furnished,3,2,4,66 mp,1970
"December 06, 2020",Actualizat în 04.12.2020,99.500,Iasi,Zimbru ,Detached,Furnished,3,8,9,82 mp,1990
"December 06, 2020",Actualizat în 01.12.2020,70.000,Iasi,Galata ,Detached,Furnished,3,1,4,72 mp,1982
"December 06, 2020",Actualizat în 27.11.2020,36.800,Iasi,Pacurari ,Detached,Unfurnished,1,2,4,41 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 22.10.2020,63.000,Iasi,Alexandru cel Bun ,Detached,N/A,3,1,4,52.37 mp,1971
"December 06, 2020",Actualizat în 25.11.2020,55.500,Iasi,Nicolina ,Detached,N/A,2,2,4,54 mp,1984
"December 06, 2020",Actualizat în 21.11.2020,95.000,Iasi,Alexandru cel Bun ,Semi_detached,Furnished,4,10,10,96 mp,1978
"December 06, 2020",Actualizat în 17.11.2020,172.000,Iasi,Centru Civic ,Detached,Unfurnished,3,11,12,123 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 19.11.2020,75.000,Iasi,Tatarasi ,Detached,Unfurnished,2,1,6,53 mp,2019
"December 06, 2020",Actualizat în 10.10.2020,74.900,Iasi,Alexandru cel Bun ,Detached,N/A,3,6,10,72 mp,1975
"December 06, 2020",Actualizat în 04.12.2020,34.000,Iasi,Tatarasi ,Detached,Furnished,1,3,3,30 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 04.12.2020,53.000,Iasi,Mircea cel Batrân ,Semi_detached,Furnished,3,1,4,53 mp,1974
"December 06, 2020",Actualizat în 04.12.2020,42.000,Iasi,Popas Pacurari ,Semi_detached,Unfurnished,2,2,3,43 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.12.2020,87.900,Iasi,Centru Civic ,Detached,Furnished,2,2,4,48 mp,1980
"December 06, 2020",Actualizat ieri,70.000,Iasi,Moara de foc ,Semi_detached,Unfurnished,2,Parter,8,56 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 26.08.2020,29.400,Iasi,Galata ,Semi_detached,Furnished,1,1,4,24 mp,1978
"December 06, 2020",Actualizat ieri,68.000,Iasi,Alexandru cel Bun ,Detached,Furnished,2,4,4,60 mp,1979
"December 06, 2020",Actualizat în 20.11.2020,50.900,Iasi,Bucium ,Semi_detached,Unfurnished,2,1,2,53 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 21.11.2020,130.000,Iasi,Central ,Detached,Furnished,3,6,8,77 mp,1979
"December 06, 2020",Actualizat în 03.09.2019,130.000,Iasi,Palat ,Detached,Unfurnished,3,5,6,83 mp,2018
"December 06, 2020",Actualizat în 03.12.2020,35.000,Iasi,Tatarasi ,Non_detached,Furnished,2,1,1,30 mp,1975
"December 06, 2020",Actualizat în 03.12.2020,92.000,Iasi,Central ,Detached,Furnished,3,2,10,70 mp,1980
"December 06, 2020",Actualizat în 02.12.2020,60.000,Iasi,Bucium ,Detached,N/A,3,3,4,73 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 12.10.2020,59.900,Iasi,Nicolina ,Detached,N/A,2,2,4,63 mp,1984
"December 06, 2020",Actualizat în 23.11.2020,66.000,Iasi,Mircea cel Batrân ,Detached,Furnished,3,Parter,4,63.41 mp,1982
"December 06, 2020",Actualizat ieri,79.000,Iasi,Gara ,Detached,Furnished,3,4,4,70 mp,1982
"December 06, 2020",Actualizat în 02.12.2020,53.000,Iasi,Galata ,Semi_detached,Unfurnished,2,1,3,56 mp,2019
"December 06, 2020",Actualizat în 02.12.2020,60.000,Iasi,Central ,House,N/A,3,2,3,63 mp,2019
"December 06, 2020",Actualizat în 03.12.2020,79.500,Iasi,Copou ,Detached,N/A,3,Parter,5,64 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 07.11.2020,62.000,Iasi,Bucium ,Detached,N/A,3,Parter,1,90 mp,2008
"December 06, 2020",Actualizat în 27.08.2020,50.000,Iasi,Mircea cel Batrân ,Semi_detached,Furnished,3,4,4,55 mp,N/A
"December 06, 2020",Actualizat în 25.11.2020,55.500,Iasi,Podu Ros ,Detached,Furnished,3,3,4,60 mp,1980
"December 06, 2020",Actualizat în 04.12.2020,47.500,Iasi,Galata ,Detached,Furnished,1,1,4,47 mp,1982
"December 06, 2020",Actualizat în 01.12.2020,31.500,Iasi,Baza 3 ,Detached,Furnished,1,1,4,28 mp,2016
"December 06, 2020",Actualizat în 25.11.2020,69.000,Iasi,Galata ,Detached,Furnished,4,4,4,80 mp,1980
"December 06, 2020",Actualizat în 04.12.2020,99.500,Iasi,Dacia ,Detached,Furnished,3,8,10,82 mp,1989
"December 06, 2020",Actualizat în 03.12.2020,95.000,Iasi,Centru Civic ,Detached,Furnished,3,Parter,4,72 mp,1982
"December 06, 2020",Actualizat ieri,45.000,Iasi,Alexandru cel Bun ,House,Furnished,3,5,5,57 mp,2008
"December 06, 2020",Actualizat în 04.12.2020,60.000,Iasi,Galata ,Detached,Furnished,2,3,4,55 mp,1980
"December 06, 2020",Actualizat în 30.11.2020,71.775,Iasi,Pacurari ,Detached,Unfurnished,3,1,4,80 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 28.08.2020,85.900,Iasi,Nicolina ,Semi_detached,Unfurnished,4,4,4,92 mp,1986
"December 06, 2020",Actualizat în 27.11.2020,40.990,Iasi,Pacurari ,Semi_detached,N/A,2,4,4,42 mp,1978
"December 06, 2020",Actualizat în 26.08.2020,85.000,Iasi,Nicolina ,Detached,Furnished,4,2,4,80 mp,1982
"December 06, 2020",Actualizat în 04.12.2020,50.000,Iasi,Podu Ros ,Semi_detached,Furnished,2,4,4,50 mp,N/A
"December 06, 2020",Actualizat în 02.12.2020,72.000,Iasi,Podul de Fier ,Detached,Furnished,2,1,3,56 mp,2019
"December 06, 2020",Actualizat în 21.11.2020,30.000,Iasi,Bucium ,House,N/A,2,Parter,4,45 mp,2014
"December 06, 2020",Actualizat în 24.11.2020,45.000,Iasi,Bucium ,Detached,Unfurnished,2,Parter,2,46 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 18.11.2020,49.900,Iasi,Podu Ros ,Detached,Furnished,2,Etaj 1,N/A,40 mp,1970
"December 06, 2020",Actualizat în 03.11.2020,49.500,Iasi,Pacurari ,Detached,Furnished,2,4,4,55 mp,2015
"December 06, 2020",Actualizat în 02.12.2020,39.900,Iasi,Popas Pacurari ,Semi_detached,Unfurnished,1,Parter,6,36 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 30.06.2020,45.000,Iasi,Podu Ros ,Semi_detached,N/A,2,3,4,46 mp,N/A
"December 06, 2020",Actualizat ieri,52.300,Iasi,Gara ,Detached,N/A,2,4,4,47 mp,1985
"December 06, 2020",Actualizat în 29.10.2020,97.000,Iasi,Gara ,Detached,Furnished,3,9,9,85 mp,1988
"December 06, 2020",Actualizat în 02.12.2020,60.050,Iasi,Copou ,Semi_detached,Unfurnished,2,2,10,65 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,49.250,Iasi,Nicolina ,Detached,Furnished,1,4,10,34 mp,2019
"December 06, 2020",Actualizat în 02.12.2020,44.000,Iasi,Bucium ,Detached,Furnished,2,1,5,40 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.11.2020,63.000,Iasi,Tatarasi ,Semi_detached,Furnished,4,Etaj 1,N/A,88 mp,Între 1941 ºi 1977
"December 06, 2020",Actualizat în 03.12.2020,58.500,Iasi,Galata ,Detached,Unfurnished,3,2,3,66.85 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,31.000,Iasi,Galata ,Detached,N/A,1,Parter,3,33 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 25.11.2020,69.000,Iasi,Galata ,Detached,N/A,3,2,4,70 mp,1980
"December 06, 2020",Actualizat în 24.11.2020,17.000,Iasi,Frumoasa ,Detached,Furnished,1,1,4,18 mp,1986
"December 06, 2020",Actualizat în 21.11.2020,58.000,Iasi,Podu Ros ,Semi_detached,N/A,3,4,4,60 mp,1963
"December 06, 2020",Actualizat în 03.12.2020,91.000,Iasi,Nicolina ,Detached,Furnished,3,3,4,77 mp,1990
"December 06, 2020",Actualizat în 21.11.2020,44.000,Iasi,Podu Ros ,Semi_detached,N/A,2,4,4,56 mp,1964
"December 06, 2020",Actualizat în 21.11.2020,68.000,Iasi,Galata ,Detached,Furnished,3,2,4,62 mp,1979
"December 06, 2020",Actualizat în 03.12.2020,65.900,Iasi,Galata ,Detached,Unfurnished,3,Parter,3,93.95 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,78.936,Iasi,Tatarasi ,Detached,Unfurnished,3,2,12,63.5 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 02.12.2020,37.500,Iasi,Tatarasi ,Detached,Furnished,1,5,9,32 mp,1970
"December 06, 2020",Actualizat în 25.11.2020,52.500,Iasi,Podu Ros ,Semi_detached,N/A,2,2,4,50 mp,1970
"December 06, 2020",Actualizat în 17.11.2020,95.000,Iasi,Centru Civic ,Detached,N/A,3,2,9,70 mp,1980
"December 06, 2020",Actualizat în 21.11.2020,160.000,Iasi,Central ,House,N/A,3,11,12,107 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,54.500,Iasi,Baza 3 ,Detached,Unfurnished,2,3,5,50 mp,1980
"December 06, 2020",Actualizat în 25.11.2020,119.000,Iasi,Centru Civic ,Detached,Furnished,3,2,4,70 mp,1989
"December 06, 2020",Actualizat în 11.10.2020,65.000,Iasi,Mircea cel Batrân ,Detached,N/A,4,10,10,92 mp,1978
"December 06, 2020",Actualizat în 12.10.2020,68.000,Iasi,Gara ,Detached,N/A,3,4,4,56 mp,1984
"December 06, 2020",Actualizat în 21.11.2020,130.000,Iasi,Central ,Detached,Furnished,3,6,8,77 mp,1979
"December 06, 2020",Actualizat în 25.11.2020,129.525,Iasi,Central ,Detached,N/A,3,1,5,78 mp,2019
"December 06, 2020",Actualizat în 03.12.2020,61.940,Iasi,Pacurari ,Semi_detached,Unfurnished,3,2,3,65.2 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,51.000,Iasi,Dacia ,Detached,Furnished,2,6,8,40 mp,1989
"December 06, 2020",Actualizat în 03.11.2020,119.000,Iasi,Central ,Detached,Furnished,3,Etaj 2,N/A,78 mp,1980
"December 06, 2020",Actualizat în 01.09.2020,80.000,Iasi,Gara ,Detached,Furnished,3,7,8,76.14 mp,1985
"December 06, 2020",Actualizat în 02.12.2020,68.900,Iasi,Nicolina ,Semi_detached,Unfurnished,2,2,7,53 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 21.11.2020,115.000,Iasi,Arcu ,Detached,Furnished,5,4,5,120 mp,1986
"December 06, 2020",Actualizat ieri,29.000,Iasi,Frumoasa ,House,N/A,1,2,4,28 mp,1980
"December 06, 2020",Actualizat în 02.12.2020,69.500,Iasi,Bucium ,Detached,Furnished,3,3,5,67 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 10.10.2020,45.000,Iasi,Galata ,Detached,Furnished,2,2,4,53 mp,1980
"December 06, 2020",Actualizat în 03.12.2020,52.000,Iasi,Dacia ,Semi_detached,Furnished,2,Parter,4,43 mp,1989
"December 06, 2020",Actualizat în 20.11.2020,43.000,Iasi,Bucium ,Detached,Unfurnished,2,3,3,54 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 17.11.2020,80.000,Iasi,Pacurari ,Detached,N/A,3,3,8,73 mp,1984
"December 06, 2020",Actualizat în 25.11.2020,69.890,Iasi,Bucsinescu ,Detached,Furnished,2,1,3,59 mp,2016
"December 06, 2020",Actualizat în 09.11.2020,82.900,Iasi,Gara ,Detached,N/A,3,6,8,70 mp,1985
"December 06, 2020",Actualizat în 21.11.2020,34.900,Iasi,Mircea cel Batrân ,House,N/A,2,4,4,42 mp,1974
"December 06, 2020",Actualizat în 04.12.2020,46.500,Iasi,Tatarasi ,Semi_detached,Furnished,3,2,4,65 mp,1968
"December 06, 2020",Actualizat în 04.12.2020,55.000,Iasi,Canta ,Detached,Furnished,2,1,4,58 mp,1983
"December 06, 2020",Actualizat în 27.10.2020,59.200,Iasi,Frumoasa ,Detached,N/A,2,1,15,60.5 mp,2020 (in constructie)
"December 06, 2020",Actualizat ieri,55.000,Iasi,Moara de foc ,Detached,Furnished,1,3,8,43 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 17.11.2020,57.000,Iasi,Miroslava ,Semi_detached,Unfurnished,3,1,1,80 mp,2011
"December 06, 2020",Actualizat în 16.10.2020,73.000,Iasi,Centru Civic ,Semi_detached,Furnished,2,7,11,50 mp,2019
"December 06, 2020",Actualizat în 16.11.2020,55.000,Iasi,Podu Ros ,Semi_detached,N/A,3,2,4,60 mp,1963
"December 06, 2020",Actualizat în 30.11.2020,88.800,Iasi,Nicolina ,Detached,Furnished,3,Parter,2,90 mp,2008
"December 06, 2020",Actualizat în 02.12.2020,30.600,Iasi,Popas Pacurari ,Detached,Unfurnished,1,Parter,2,36 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,43.000,Iasi,Podu Ros ,Semi_detached,Furnished,2,Parter,4,50 mp,1962
"December 06, 2020",Actualizat în 20.11.2020,87.990,Iasi,Centru Civic ,Detached,Furnished,2,2,4,52 mp,1983
"December 06, 2020",Actualizat în 25.11.2020,45.000,Iasi,Podu Ros ,Detached,Furnished,2,3,4,50 mp,1970
"December 06, 2020",Actualizat în 04.12.2020,60.900,Iasi,Miroslava ,House,Furnished,2,3,4,69 mp,2018
"December 06, 2020",Actualizat în 12.10.2020,65.000,Iasi,Canta ,Semi_detached,N/A,2,8,11,62 mp,1992
"December 06, 2020",Actualizat în 02.12.2020,45.000,Iasi,Podul de Fier ,Detached,Furnished,1,5,5,38 mp,2017
"December 06, 2020",Actualizat în 04.12.2020,52.500,Iasi,Dacia ,Detached,Furnished,2,3,4,48 mp,1980
"December 06, 2020",Actualizat în 20.11.2020,52.000,Iasi,Pacurari ,Detached,Unfurnished,2,3,4,64 mp,2019
"December 06, 2020",Actualizat în 03.11.2020,100.000,Iasi,Oancea ,Detached,Furnished,4,Parter,4,83 mp,1985
"December 06, 2020",Actualizat în 12.11.2020,45.000,Iasi,Dacia ,Detached,N/A,2,Parter,4,46 mp,1980
"December 06, 2020",Actualizat în 01.12.2020,44.900,Iasi,Dacia ,Semi_detached,Furnished,2,5,8,43 mp,N/A
"December 06, 2020",Actualizat în 25.11.2020,82.000,Iasi,Copou ,Detached,Furnished,3,Parter,6,65 mp,2017
"December 06, 2020",Actualizat în 25.11.2020,54.000,Iasi,Cug ,Detached,Furnished,2,2,4,62 mp,2017
"December 06, 2020",Actualizat în 25.11.2020,69.500,Iasi,Central ,Detached,Furnished,2,2,4,62 mp,1984
"December 06, 2020",Actualizat în 04.12.2020,61.800,Iasi,Pacurari ,Detached,Furnished,2,3,10,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 30.10.2020,97.650,Iasi,Oancea ,Semi_detached,N/A,3,1,6,72.5 mp,2019
"December 06, 2020",Actualizat în 27.11.2020,84.500,Iasi,Tatarasi ,Detached,Furnished,3,2,8,70 mp,2012
"December 06, 2020",Actualizat ieri,102.000,Iasi,Bd. Independentei ,Detached,Furnished,3,1,8,72 mp,1977
"December 06, 2020",Actualizat ieri,76.000,Iasi,Pacurari ,Detached,Furnished,3,7,8,70 mp,1984
"December 06, 2020",Actualizat ieri,97.500,Iasi,Nicolina ,Detached,Furnished,4,2,8,101 mp,1987
"December 06, 2020",Actualizat în 03.12.2020,59.500,Iasi,Dacia ,Detached,N/A,2,2,4,47 mp,1980
"December 06, 2020",Actualizat în 25.11.2020,66.000,Iasi,Nicolina ,Semi_detached,N/A,2,4,11,46 mp,2019
"December 06, 2020",Actualizat în 04.12.2020,58.500,Iasi,Dacia ,Detached,Furnished,2,2,4,47 mp,1979
"December 06, 2020",Actualizat în 01.12.2020,50.000,Iasi,Podu Ros ,Semi_detached,Furnished,2,2,4,54 mp,1963
"December 06, 2020",Actualizat în 01.12.2020,54.800,Iasi,Nicolina ,Detached,Furnished,2,2,3,60 mp,2019
"December 06, 2020",Actualizat în 12.10.2020,56.500,Iasi,Gara ,Detached,N/A,2,3,8,43 mp,1983
"December 06, 2020",Actualizat în 02.12.2020,67.000,Iasi,Nicolina ,Detached,N/A,3,1,3,69 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 25.11.2020,66.000,Iasi,Centru Civic ,Detached,Furnished,2,4,4,35 mp,2016
"December 06, 2020",Actualizat în 19.10.2020,73.999,Iasi,Dacia ,Detached,Furnished,3,1,10,68 mp,1983
"December 06, 2020",Actualizat în 27.11.2020,53.500,Iasi,Pacurari ,Detached,N/A,2,Parter,3,51 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 26.11.2020,34.000,Iasi,Tatarasi ,Detached,Furnished,1,Etaj 4,N/A,34 mp,1982
"December 06, 2020",Actualizat în 02.12.2020,65.000,Iasi,Nicolina ,Semi_detached,Unfurnished,2,2,11,48 mp,Dupã 2010
"December 06, 2020",Actualizat în 03.12.2020,63.500,Iasi,Pacurari ,Semi_detached,Furnished,2,Demisol,N/A,47 mp,2018
"December 06, 2020",Actualizat în 03.12.2020,61.880,Iasi,Tatarasi ,Detached,Unfurnished,2,10,10,51 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,53.500,Iasi,Dacia ,Detached,Furnished,2,3,4,46 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 03.12.2020,72.420,Iasi,Copou ,Detached,N/A,3,1,4,72 mp,2020
"December 06, 2020",Actualizat în 09.11.2020,55.000,Iasi,Dacia ,Semi_detached,N/A,3,3,4,52 mp,N/A
"December 06, 2020",Actualizat în 22.09.2020,68.000,Iasi,Visani ,Detached,Furnished,3,Parter,2,70 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,46.500,Iasi,Podu Ros ,Semi_detached,N/A,2,Etaj 4,N/A,50 mp,1970
"December 06, 2020",Actualizat ieri,44.485,Iasi,Frumoasa ,Detached,Unfurnished,1,5,15,41 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.11.2020,75.000,Iasi,Podu Ros ,Detached,Furnished,4,1,4,95 mp,1970
"December 06, 2020",Actualizat în 21.11.2020,48.000,Iasi,Dacia ,Detached,N/A,2,4,4,44 mp,1979
"December 06, 2020",Actualizat în 23.11.2020,57.696,Iasi,Copou ,Detached,Furnished,2,Etaj 1,N/A,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,65.000,Iasi,Dacia ,Detached,Furnished,3,8,8,73 mp,1979
"December 06, 2020",Actualizat în 21.11.2020,67.000,Iasi,Galata ,Detached,N/A,3,Parter,4,64 mp,1980
"December 06, 2020",Actualizat în 25.11.2020,45.000,Iasi,Tudor Vladimirescu ,Detached,N/A,2,4,4,50 mp,1974
"December 06, 2020",Actualizat ieri,122.000,Iasi,Centru Civic ,Detached,Unfurnished,3,5,8,75 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 16.11.2020,110.000,Iasi,Central ,Detached,N/A,3,1,1,70 mp,2010
"December 06, 2020",Actualizat în 03.12.2020,47.450,Iasi,Pacurari ,Semi_detached,Unfurnished,2,1,4,39.53 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 02.12.2020,47.500,Iasi,Bucium ,Detached,N/A,2,1,3,63 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 17.11.2020,59.500,Iasi,Podu Ros ,Detached,N/A,3,3,4,65 mp,1964
"December 06, 2020",Actualizat în 03.12.2020,74.041,Iasi,Tatarasi ,Detached,Unfurnished,2,4,8,67.31 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,55.000,Iasi,Lunca Cetatuii ,Detached,Furnished,3,Parter,3,65 mp,2016
"December 06, 2020",Actualizat în 11.11.2020,74.000,Iasi,Nicolina ,Detached,N/A,3,3,4,72 mp,1983
"December 06, 2020",Actualizat în 04.12.2020,50.000,Iasi,Mircea cel Batrân ,Detached,Furnished,2,7,10,40 mp,1975
"December 06, 2020",Actualizat în 20.11.2020,44.900,Iasi,Bucium ,Detached,Unfurnished,2,1,3,46 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.12.2020,39.900,Iasi,Popas Pacurari ,Detached,Unfurnished,2,1,5,60 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,72.000,Iasi,Nicolina ,Detached,Unfurnished,3,2,3,76 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,68.000,Iasi,Pacurari ,Detached,Furnished,2,3,4,50 mp,2015
"December 06, 2020",Actualizat în 25.11.2020,52.000,Iasi,Alexandru cel Bun ,Detached,N/A,2,2,4,54 mp,1981
"December 06, 2020",Actualizat în 20.11.2020,48.000,Iasi,Moara de Vânt ,Semi_detached,Unfurnished,2,1,4,52 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 14.09.2020,55.000,Iasi,Pacurari ,Detached,Furnished,2,4,4,50 mp,1981
"December 06, 2020",Actualizat în 19.11.2020,105.000,Iasi,Semicentral ,Detached,Furnished,4,2,2,95 mp,2019
"December 06, 2020",Actualizat în 21.11.2020,100.000,Iasi,Dacia ,Detached,Furnished,4,4,4,100 mp,1980
"December 06, 2020",Actualizat în 01.12.2020,47.000,Iasi,Podu Ros ,House,N/A,2,4,4,50 mp,1965
"December 06, 2020",Actualizat în 23.11.2020,110.000,Iasi,Centru Civic ,Detached,Furnished,3,6,10,72 mp,1979
"December 06, 2020",Actualizat în 03.12.2020,55.000,Iasi,Galata ,House,N/A,2,1,4,55 mp,2019
"December 06, 2020",Actualizat ieri,65.643,Iasi,Frumoasa ,Detached,Unfurnished,2,1,15,61 mp,2020 (finalizata)
