productId,size,locationId,productType,furnishType,floorNumber,numberOfFloors,yearOfConstruction,numberOfRooms
a8a6d437-6d3f-4a9d-976b-e36b671714d8,73.3,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,4,4,2021,3
4e281de9-304f-4f59-978e-26a2c4a0f13b,85.6,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,4,4,2021,2
191c3825-20f1-46e2-af63-43d0578d23b8,77,1e0aab60-b7ef-429d-b553-461311ee40a1,DETACHED,NULL,NULL,NULL,1993,3
09403927-3dde-4922-9396-f2eee4f3a342,42,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,UNFURNISHED,4,4,1978,2
491060e5-cf19-4c0e-a5c7-9858223cef9f,38,1b0b53a1-c35d-454c-8142-de60b5ab102a,NULL,NULL,10,10,NULL,2
34b2630f-8f3a-4792-b9b1-f00c98653903,60.6,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,4,4,2021,2
4fe17ce6-4b0f-4d0e-a85a-1e80e948edb2,72,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,UNFURNISHED,10,10,1977,3
989b7001-d321-4f42-89b0-f05a923a561e,49.8,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,UNFURNISHED,10,10,2020,2
bbd5974a-dffe-4742-a954-93a928d384be,85,04fcf964-9c4f-469c-9ce9-dee457fa9434,SEMI_DETACHED,UNFURNISHED,1,1,2020,3
14de606d-645e-4298-a377-cb5aed3db81a,67,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,UNFURNISHED,8,8,1977,3
ea24734e-11df-4427-bb37-a5f2febdca2c,138,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,NULL,NULL,2009,2
dd70b448-1765-41c5-b887-56adeb355e05,66,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,FURNISHED,6,6,2020,3
d0ca7845-a7bd-452a-bb59-3413137dc2e0,35.15,32a28854-165e-448f-aaed-e95fa23eb9c4,SEMI_DETACHED,FURNISHED,11,11,2021,2
03690d33-61fd-46a3-b56d-ce72d5bd5ee9,52.8,32a28854-165e-448f-aaed-e95fa23eb9c4,SEMI_DETACHED,FURNISHED,10,10,2021,3
65ca5eab-1dcd-4047-8063-e91ac6b1fa9c,64,b6ae948e-cf8e-4328-85b7-68bd0e998c78,SEMI_DETACHED,UNFURNISHED,4,4,1970,3
4c0fc919-a99d-4d74-aa38-117cb1295eab,56,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,12,12,2020,2
f31ee798-60fa-4db8-bb07-5af2f1b624b3,33,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,NON_DETACHED,UNFURNISHED,4,4,1941,2
f380c318-7826-49b2-bf76-d62deaea9fd0,54,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,UNFURNISHED,3,3,1985,2
cbaeb51c-8de5-40e4-bc9c-7feb31955230,57,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,UNFURNISHED,11,11,2012,2
6289496a-4471-456c-af6b-f3d3b283d424,39,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,UNFURNISHED,11,11,2020,1
f30c51a2-5a3f-479c-ac72-acc306a84dd5,40.05,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,3,3,2021,1
9b08a961-7e45-4a19-906b-18d55285560d,80,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,UNFURNISHED,10,10,1977,3
6a77baa1-63f2-415b-888b-ecf48b90638f,154.84,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,9,9,2019,3
0aabeeab-0324-4db0-8c39-f96d847c9415,92,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,NULL,4,4,1968,4
9e7d7f93-6796-47db-9768-d1de4c0e5574,55,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,UNFURNISHED,10,10,1976,2
5096bc9e-0d95-4da7-9a97-1fe927a3c712,77,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,10,10,2021,2
809eda98-ac69-4346-92b0-04ded6d29de5,40,b2289cba-2303-49c4-be84-49b0d112efb3,NON_DETACHED,NULL,4,4,1972,2
13c750e7-ebc0-45a8-840a-8eb4a8d4dadc,77,933e1840-0fd0-4fc7-83c4-6af598cada87,SEMI_DETACHED,UNFURNISHED,9,9,1987,3
913124a7-1f73-4958-ba0a-8acb82d0320c,39,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,8,8,2021,1
01b5dec1-2f38-436d-9762-b513345e6c1a,50,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,UNFURNISHED,10,10,1978,2
0fa4b16f-b9c9-458c-8584-11b5a8270ed6,69,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,UNFURNISHED,10,10,1979,3
fef4b1ca-f664-40f3-834a-27d0d3e8d7c0,47,10f71cb7-a855-40dd-97c3-4a211aaa41d9,SEMI_DETACHED,FURNISHED,10,10,2020,2
abee0377-ee34-493b-8be5-482d85b78ea5,48,04fcf964-9c4f-469c-9ce9-dee457fa9434,DETACHED,UNFURNISHED,4,4,2020,2
167701f5-11d8-4d0c-818a-c06b49bd1015,50,04fcf964-9c4f-469c-9ce9-dee457fa9434,SEMI_DETACHED,UNFURNISHED,2,2,2018,2
df6fc6ab-0ce7-4ba5-ac10-f868a972a3b0,32,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,4,4,2010,1
0ddfa7a1-8bad-48a3-94c9-209d2e23f5e5,60,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,UNFURNISHED,4,4,NULL,3
0f90093c-6ade-4a48-a14a-d5cc94051329,64.9,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,10,10,2021,2
44f9dbdf-b738-4230-8696-4e003358e4e7,40,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,3,3,2020,11
a58e3f37-8f90-44a0-99e9-7dffcbfba9d7,53,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,8,8,2021,2
4047c8eb-5f4b-42b7-b1e0-73e483fd2df8,63.25,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,10,10,2021,2
af3ef7f0-08c9-4fb8-9d6d-b4897d4b7fbf,55,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,6,6,2020,2
f5c10f92-4e99-4e5c-8168-b44aa45ef8ed,72,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,3,3,2015,3
45721c20-d4b7-42ed-99a8-6aca7d4fa867,56,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,8,8,2021,2
579a50ef-f4a7-4d93-99be-52ae2fa25d55,34,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,2,2,2020,1
7ed3a39d-2370-4b61-871e-dc585ddf7668,63.91,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,FURNISHED,11,11,2020,2
3a1d3c07-09d0-4c30-829e-83d52d1b6c19,68.4,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,10,10,2021,2
db41ea60-bc3c-4da0-8509-5520908755ca,42.64,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,UNFURNISHED,3,3,2020,1
199db169-3c52-4579-b185-f4e6f53ac3fd,41,64b99b16-d8db-403f-9076-7bff8e170bae,DETACHED,FURNISHED,13,13,2020,1
4b88d30b-bb36-4815-a1ee-965d4c2fbac9,50.2,b6ae948e-cf8e-4328-85b7-68bd0e998c78,SEMI_DETACHED,UNFURNISHED,10,10,2022,2
9088e8cf-c2dd-4a7d-8021-d6e9b1741461,72,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,2,2,2010,2
44f3c4cd-cf2d-4889-8b37-cb8f463dace7,55,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,4,4,1986,2
6c4d5091-3742-4b87-90d8-d9332bae29fe,85,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,UNFURNISHED,6,6,2021,3
38728e51-ed75-45d5-96f4-9ee01fc75a2e,42,500081b1-881b-4c82-94c9-9a64fdd570a9,DETACHED,UNFURNISHED,8,8,1990,1
bb044875-d75d-4d0f-a6ca-0b0cb5848cca,50,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,NULL,NULL,1971,3
7b0e7e7d-c920-42f8-a8fc-c7c982ab7eb5,142,de8a872c-cff6-4767-b62a-ea1518b2487f,DETACHED,UNFURNISHED,1,1,2015,4
af42465c-a9b5-4115-b314-e084d5cfca04,75,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1983,3
5542d659-380c-4a61-b454-f65e1660b41f,94.65,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,10,10,2021,4
d44d0be4-9aa4-4721-97c0-eb0f2d095379,55,04fcf964-9c4f-469c-9ce9-dee457fa9434,DETACHED,FURNISHED,6,6,2020,2
c51c3adf-299f-407e-aa5d-b8c4fc76a501,49,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,FURNISHED,3,3,2020,1
f7ecc652-0e83-44ae-83f8-1c156e83bc35,35,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,FURNISHED,11,11,2020,1
9a3a76a0-7061-4fbb-b917-1807ebe28547,42,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,10,10,2021,1
1eed07ee-a279-4ac3-ab99-228084dfd836,78,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,8,8,1987,3
a4574e41-4236-4c98-b3d6-4e01f023e912,40,500081b1-881b-4c82-94c9-9a64fdd570a9,DETACHED,UNFURNISHED,8,8,1989,2
f6045bdc-1355-4a41-ac9d-d7275f2322fc,41.05,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,10,10,2021,2
197682f6-a2ad-4d76-9487-8001bca41dd9,42,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,8,8,2021,1
490220ff-c601-483b-9937-9512fcd37bb0,72,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,UNFURNISHED,10,10,1975,3
004d733b-8e03-4ae7-9ad0-1fc9ed4841f9,50,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1980,2
3e48edf5-dd90-4b45-a218-13e9b26cbf95,88,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,4,4,1967,4
82b073fc-c98f-4f55-9da2-4fbbf30efdeb,37,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,FURNISHED,4,4,2020,2
930f8742-0afa-451b-8ddd-cc1ffeef9006,86,04fcf964-9c4f-469c-9ce9-dee457fa9434,DETACHED,FURNISHED,3,3,2020,3
ab25dc48-18f8-46cd-acfd-d94df4a01528,40,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,11,11,2021,2
0238c8b2-1187-408f-87f5-4b771cc001a6,65,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,UNFURNISHED,4,4,1969,3
49e383f7-a190-48b0-ab6f-363a442baeae,72,b1af0bb2-7e73-424c-b317-12b2ef0923a2,NULL,UNFURNISHED,NULL,NULL,1978,3
843c2c98-b6b9-4edb-ae2d-197ada626496,42,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,FURNISHED,10,10,2020,2
613a480e-767d-4d9b-9ba4-300505cea9b3,55,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,4,4,1968,2
a089a96c-bd0a-4620-8150-738a962d707a,66,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,3,3,2020,3
5c0994c5-ba6f-4656-876e-69c846f1f778,54,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,UNFURNISHED,4,4,1968,2
dad6bc0c-d647-4981-a7a1-89c6b7e008e8,59,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,UNFURNISHED,3,3,2020,2
9f52ad90-db8e-44eb-8ff7-af4de467df2f,26,32a28854-165e-448f-aaed-e95fa23eb9c4,SEMI_DETACHED,UNFURNISHED,3,3,1990,1
c570dcc7-9164-4d61-94ef-4e4d39c5dca9,100,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,8,8,1988,3
a392389c-04ac-49f6-a951-cae789258000,33,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,3,3,2018,1
ccf1c2cb-da5d-43b4-80ce-07f95745f180,79.2,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,UNFURNISHED,10,10,2020,2
e755d32a-93d2-44f0-8cf6-e0ffb1e28082,50,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,NULL,NULL,2020,2
1bdeb8bd-406f-487d-ba81-d5bbe8195ee7,32,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,9,9,NULL,1
f752ecf7-4693-4f76-87d6-25b5a3344411,70,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,UNFURNISHED,8,8,1984,3
e926086f-70df-491e-8bee-a70e3e22ac0c,55,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,5,5,2016,2
36ab6c93-5b5f-49c5-84d3-ab68fd3b1f97,44,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,UNFURNISHED,NULL,NULL,NULL,2
a9a70f1b-41e4-4e0c-aa19-38b4a5ea86c2,38,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,4,4,2020,1
b9181ec2-1ab5-4b37-b97a-6afee75126fc,41.55,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,10,10,2021,1
bb4116c2-2ce1-412d-b9b8-f97a0e2aa2e3,134,64b99b16-d8db-403f-9076-7bff8e170bae,DETACHED,FURNISHED,13,13,2018,4
8cc6e9d1-3e4b-45b7-89fe-75ab14d4081e,48,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,4,4,1976,2
1449bda9-bd36-4502-9d5d-d110ec7fc5e0,20,500081b1-881b-4c82-94c9-9a64fdd570a9,DETACHED,UNFURNISHED,4,4,1974,1
368837a3-efbc-43ea-815a-8ef358d266b0,58,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,FURNISHED,11,11,2020,2
72d552c1-7673-40de-9eb9-12389c61cd83,54,02313c71-0175-4e5d-a8a8-3bf7b3a21f21,DETACHED,UNFURNISHED,NULL,NULL,1984,2
7e780a91-3e73-4821-bb39-de390df04848,74,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,SEMI_DETACHED,UNFURNISHED,8,8,1989,3
18b5e15d-e3af-4aed-aa62-aaab98f348da,48,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,UNFURNISHED,4,4,1980,2
f88daa4c-4ee2-416f-8f63-96b5d2e2f63a,52.5,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,NULL,NULL,NULL,2020,2
b5f5bd4a-5911-49c1-9725-2f84fa59e686,25,b2289cba-2303-49c4-be84-49b0d112efb3,SEMI_DETACHED,UNFURNISHED,5,5,1973,1
fcbad933-fda5-4ed5-812d-0f82b39bb7b1,72,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,UNFURNISHED,4,4,1980,3
1184e614-284a-452e-abcf-86eb733b914c,93.45,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,10,10,2021,3
2c592bb6-1b8b-492a-89ba-90dd04cc1c52,47,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,UNFURNISHED,4,4,1983,2
79d9cd31-e6c4-4c0a-bc54-9b506655ae11,50,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,FURNISHED,6,6,2020,2
cd0862c7-eb42-411f-9cbe-ebfa0993e0f6,62.55,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,10,10,NULL,2
3d2b044c-be5e-458a-96dc-37d168fa437b,82.23,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,10,10,2019,3
9eb0c8a8-5be8-4c2e-abe7-125304307a86,71,64b99b16-d8db-403f-9076-7bff8e170bae,DETACHED,FURNISHED,13,13,2019,3
59fc4810-ae28-4812-8733-088d485eb60f,49,8dacc2b2-a441-4035-83f6-80796d87b4d2,SEMI_DETACHED,UNFURNISHED,5,5,2015,2
d051e1bd-b7bd-4994-a46d-a9254bf98551,68,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,NULL,4,4,1982,3
cfc9544f-2c9b-4e8b-abba-9339b34ee639,30,443d390f-1703-4bfe-b687-c14d3af17c9c,DETACHED,UNFURNISHED,2,2,2020,1
95f0d067-f63e-4540-ad93-e964864cfc7a,47,56bad621-fc55-40bb-89f9-f3bc1dd14abe,NULL,UNFURNISHED,11,11,2019,2
84399766-98c7-409e-968b-0f8c42669bb0,32,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,9,9,1967,1
9c5e23a9-5b48-4b3e-b119-c5807293d9fd,67,443d390f-1703-4bfe-b687-c14d3af17c9c,DETACHED,UNFURNISHED,2,2,2020,2
9540a510-702c-41b4-8210-d9592951b619,17,1e0aab60-b7ef-429d-b553-461311ee40a1,NULL,NULL,NULL,NULL,NULL,1
685858c8-970a-4ab4-b5d7-2f7f9365e320,59,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,UNFURNISHED,NULL,NULL,NULL,3
513ab085-2066-4ccf-b5c3-7083022597e5,68.15,04fcf964-9c4f-469c-9ce9-dee457fa9434,DETACHED,FURNISHED,5,5,2021,3
686206cc-5488-4ac5-a3ab-75f8c1f783a1,62,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,8,8,1985,2
d5ff7a9f-1ff3-4c38-b1de-0b42f2345e55,83.45,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,5,5,2021,3
24fd6dc0-ea98-4ce9-9486-3d5135652dca,48.4,04fcf964-9c4f-469c-9ce9-dee457fa9434,DETACHED,FURNISHED,5,5,2021,2
fe0de8c7-1b85-41b7-bf6b-9bffb9b68ea2,48,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,UNFURNISHED,4,4,1977,2
7c85add1-d30f-4c26-8165-b53155b53153,80,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,NULL,NULL,2018,2
bbdcf24a-ed17-48b1-8bde-d6f59c0087ea,65,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,UNFURNISHED,4,4,NULL,3
e68ac7a6-172b-4ee5-a02b-7a3ed6fb2fc7,67,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,UNFURNISHED,4,4,1972,3
af9a8eaf-2808-4c15-8d68-6474d25b0d38,54,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,4,4,1986,2
6621f10d-2d98-4f31-836d-95fe93d8cedd,78.9,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,FURNISHED,6,6,2021,3
f1ee831d-7a1f-42cc-b31e-3a1e1e3474f3,54,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,5,5,2011,2
2bd6c74c-6198-4dbe-a640-c1f2cad728bb,38.85,de8a872c-cff6-4767-b62a-ea1518b2487f,SEMI_DETACHED,FURNISHED,10,10,2021,2
291860ee-dd38-45d9-aa54-b80d4ad102f9,101,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,8,8,1987,4
61a5cef3-3ab2-406b-babc-5a78ed1aa55d,60,cc33fe64-3a31-481b-8f06-8cedca2d2617,SEMI_DETACHED,UNFURNISHED,6,6,2020,3
794a5642-920a-48da-8d0b-501fc9ce8845,65,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,UNFURNISHED,4,4,1977,3
e3ccc837-1cd3-4fba-9be4-19fad776a007,54,b2289cba-2303-49c4-be84-49b0d112efb3,SEMI_DETACHED,UNFURNISHED,4,4,1977,3
17fb446c-b5b2-4738-b39c-430adde370fe,62,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,UNFURNISHED,4,4,1980,3
5e30a1fb-24d4-41ee-a656-417751a3a5be,60,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,10,10,2021,3
295c9b85-96b7-4849-81c4-e142276731a4,34,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,UNFURNISHED,10,10,2020,1
dffc2a15-6291-454f-87b2-54783e79292c,55,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,UNFURNISHED,4,4,2020,2
afc40757-c1f4-4226-aa4e-1f7472f85f5a,33,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,FURNISHED,6,6,2022,1
9fb55291-60a0-4329-982a-7acecb77ab69,42,b49b52b2-e544-4678-a29d-34bc5e5eed75,DETACHED,UNFURNISHED,10,10,1976,2
30790ea0-f29b-409f-a1a5-9dad28837095,234,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,NULL,NULL,1988,6
061b2c6f-9030-4851-bc75-5b4fe90af957,76,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1984,3
57776b15-b5ac-4bf9-a8ce-99375b2e2e43,43,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,FURNISHED,10,10,2022,2
34e0e8c4-1b0e-403a-81ed-b31538ab606d,48,b1af0bb2-7e73-424c-b317-12b2ef0923a2,SEMI_DETACHED,UNFURNISHED,3,3,2020,2
757fb1f6-8356-4e61-bd2e-d34a11745993,36,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,UNFURNISHED,4,4,1980,1
bfb4a159-8e07-4183-ad97-b11525423474,44,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,UNFURNISHED,4,4,2020,2
f01e0103-cbfb-4105-b2df-7efb238fe779,47,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,UNFURNISHED,10,10,2008,2
e6586305-e1ce-4371-a84f-1a066d4cc226,63,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1981,3
e203456f-94e1-4760-afc3-226dcf8b0e74,42,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,UNFURNISHED,3,3,2021,2
011d6c2c-322d-4840-9ec1-5e42a6afa4dd,51,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,10,10,2021,2
53ee5c46-bb3f-4a51-a8d0-a4e21d538014,42,b2289cba-2303-49c4-be84-49b0d112efb3,NON_DETACHED,UNFURNISHED,4,4,NULL,2
0e190840-33e5-45ec-87ba-c6f82b599a34,54,de8a872c-cff6-4767-b62a-ea1518b2487f,DETACHED,UNFURNISHED,4,4,1980,2
1d1b1a16-540a-4ea7-9b7d-20e563a50695,33,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,11,11,2021,1
56a80f9a-9d1a-43d8-aca7-4cc399718e2b,52,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1985,2
9c57db37-ecb9-4155-97a6-a2390f5f2fdf,74,0e5b33ab-d6d0-4f33-931f-38785fe3c392,DETACHED,UNFURNISHED,4,4,1983,3
0813e29a-0da8-4c2c-9166-74f4fed0a527,40.85,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,FURNISHED,10,10,2020,1
7d3509fb-e72f-434c-8d97-8fe6567a1afb,41,b6ae948e-cf8e-4328-85b7-68bd0e998c78,STUDIO,NULL,4,4,NULL,2
d05907f1-182b-4672-ad85-c57db6c2adae,75,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1988,3
01ca8cf2-015b-488f-9272-84d4437d3101,60,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,FURNISHED,13,13,2021,2
62043da3-16dd-4b9f-bcb2-1fe5ea7d4e03,42,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,8,8,1992,1
b52bf34c-bc49-481c-85b9-6a7d88ee7235,70,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,2,2,2020,3
d54b9a14-18c9-4bc2-a97c-132ea8c4d978,60.5,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,FURNISHED,13,13,2021,2
5f914483-e626-49de-99a8-08b8c1e8783c,73,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,4,4,2021,3
4b063225-d44a-47eb-8869-a093b243a4ad,51,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,3,3,2021,2
dcbce707-49de-4a34-83c6-ed5191f8a261,49,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,3,3,2020,2
bf20fc83-c61c-4cc9-ba99-1db1888e5799,51,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,10,10,1977,3
36bf306b-aa83-400b-83a2-b16f34ae9aed,36,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,6,6,1988,1
b9f8eaf6-76ed-494d-b9f1-a14585bb4a99,55,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,UNFURNISHED,NULL,NULL,1977,2
542814b9-2f54-4aa2-962e-9602bbad5474,34.5,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,3,3,2020,1
7029e966-9c32-4acb-befc-d2e60207db8a,32,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1981,1
c72153cb-5aaa-4258-bdf4-f45f36399ad5,52,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,4,4,1984,2
d01c55cf-36c7-4b05-91ef-c392fe60d9c4,52.8,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,10,10,2020,2
bb741181-5657-4b1c-a478-c2adada71ac5,44,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,FURNISHED,11,11,2022,2
e4836c1c-054b-43d2-b562-3685a8b5d000,50,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,NULL,10,10,NULL,3
bbca2f5c-0241-4e5a-87fa-14648aa1d4e1,59.21,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,10,10,2020,2
